userId,movieId,timestamp,rating,source
<<<<<<< HEAD
44,260,2025-06-20 21:10:34,,app
44,260,2025-06-20 21:10:39,,app
22,318,2025-06-20 21:17:58,,app
=======
1,318,2025-06-19 01:56:05,,app
2,58559,2025-06-19 01:57:47,,app
2,60069,2025-06-19 01:57:51,,app
>>>>>>> 716a93f2a2fdeb311ac3338dfb701d37d07b4388
